INode,JNode,LocationID,LocationDe,CityName,CountyName
50497,50535,Lake Forest Park3,Brookside Blvd NE and NE 178 St,Lake Forest Park,King County
50764,50497,Lake Forest Park3,Brookside Blvd NE and NE 178 St,Lake Forest Park,King County
50460,50237,Kenmore5,Burke Gilman Trail west of 61st Ave NE,Kenmore,King County
50150,50237,Kenmore5,Burke Gilman Trail west of 61st Ave NE,Kenmore,King County
50237,182528,Kenmore5,Burke Gilman Trail west of 61st Ave NE,Kenmore,King County
50237,194785,Kenmore5,Burke Gilman Trail west of 61st Ave NE,Kenmore,King County
50237,50982,Kenmore5,Burke Gilman Trail west of 61st Ave NE,Kenmore,King County
183773,50237,Kenmore5,Burke Gilman Trail west of 61st Ave NE,Kenmore,King County
49977,49974,Kenmore3,NE 181st St and 61st Ave NE,Kenmore,King County
49984,49977,Kenmore3,NE 181st St and 61st Ave NE,Kenmore,King County
49977,50150,Kenmore3,NE 181st St and 61st Ave NE,Kenmore,King County
49827,49977,Kenmore3,NE 181st St and 61st Ave NE,Kenmore,King County
193814,49977,Kenmore3,NE 181st St and 61st Ave NE,Kenmore,King County
49523,49276,Lake Forest Park4,Ballinger Way NE and 35 Ave NE,Lake Forest Park,King County
49272,49276,Lake Forest Park4,Ballinger Way NE and 35 Ave NE,Lake Forest Park,King County
49283,49276,Lake Forest Park4,Ballinger Way NE and 35 Ave NE,Lake Forest Park,King County
49276,48992,Lake Forest Park4,Ballinger Way NE and 35 Ave NE,Lake Forest Park,King County
49276,49193,Lake Forest Park4,Ballinger Way NE and 35 Ave NE,Lake Forest Park,King County
48381,48639,Shoreline6,Richmond Beach Rd and 8th Ave NW,Shoreline,King County
48639,48867,Shoreline6,Richmond Beach Rd and 8th Ave NW,Shoreline,King County
48669,48639,Shoreline6,Richmond Beach Rd and 8th Ave NW,Shoreline,King County
48971,48639,Shoreline6,Richmond Beach Rd and 8th Ave NW,Shoreline,King County
48639,48550,Shoreline6,Richmond Beach Rd and 8th Ave NW,Shoreline,King County
47037,47216,Shoreline5,Interurban Trail and N 200th St,Shoreline,King County
47028,47037,Shoreline5,Interurban Trail and N 200th St,Shoreline,King County
47037,181454,Shoreline5,Interurban Trail and N 200th St,Shoreline,King County
47606,47037,Shoreline5,Interurban Trail and N 200th St,Shoreline,King County
47049,47037,Shoreline5,Interurban Trail and N 200th St,Shoreline,King County
47007,47037,Shoreline5,Interurban Trail and N 200th St,Shoreline,King County
46342,47037,Shoreline5,Interurban Trail and N 200th St,Shoreline,King County
46193,46201,Bothell5,240th St SE and 23rd Ave SE,Bothell,King County
45898,46193,Bothell5,240th St SE and 23rd Ave SE,Bothell,King County
46193,46292,Bothell5,240th St SE and 23rd Ave SE,Bothell,King County
45054,44877,Mountlake Terrace4,236th St SW and Park-N-Ride (Park-N-Ride entrance),Mountlake Terrace,Snohomish County
45054,45045,Mountlake Terrace4,236th St SW and Park-N-Ride (Park-N-Ride entrance),Mountlake Terrace,Snohomish County
45060,45054,Mountlake Terrace4,236th St SW and Park-N-Ride (Park-N-Ride entrance),Mountlake Terrace,Snohomish County
45701,45054,Mountlake Terrace4,236th St SW and Park-N-Ride (Park-N-Ride entrance),Mountlake Terrace,Snohomish County
44603,44149,Bothell3,North Creek Trail at 228th St SE,Bothell,King County
44149,179468,Bothell3,North Creek Trail at 228th St SE,Bothell,King County
42484,44149,Bothell3,North Creek Trail at 228th St SE,Bothell,King County
182309,44149,Bothell3,North Creek Trail at 228th St SE,Bothell,King County
44149,182310,Bothell3,North Creek Trail at 228th St SE,Bothell,King County
182307,44149,Bothell3,North Creek Trail at 228th St SE,Bothell,King County
43315,43607,Mountlake Terrace3,Interurban Trail at 228th St SW,Mountlake Terrace,Snohomish County
43607,44016,Mountlake Terrace3,Interurban Trail at 228th St SW,Mountlake Terrace,Snohomish County
43607,43615,Mountlake Terrace3,Interurban Trail at 228th St SW,Mountlake Terrace,Snohomish County
181447,43607,Mountlake Terrace3,Interurban Trail at 228th St SW,Mountlake Terrace,Snohomish County
43607,43586,Mountlake Terrace3,Interurban Trail at 228th St SW,Mountlake Terrace,Snohomish County
42013,42281,Mountlake Terrace1,52nd Ave W and 220th St SW,Mountlake Terrace,Snohomish County
42265,42281,Mountlake Terrace1,52nd Ave W and 220th St SW,Mountlake Terrace,Snohomish County
42281,42397,Mountlake Terrace1,52nd Ave W and 220th St SW,Mountlake Terrace,Snohomish County
42483,42281,Mountlake Terrace1,52nd Ave W and 220th St SW,Mountlake Terrace,Snohomish County
191047,42281,Mountlake Terrace1,52nd Ave W and 220th St SW,Mountlake Terrace,Snohomish County
41906,187487,Mountlake Terrace2,Interurban Trail at 216th St SW,Mountlake Terrace,Snohomish County
187487,41340,Mountlake Terrace2,Interurban Trail at 216th St SW,Mountlake Terrace,Snohomish County
187487,181445,Mountlake Terrace2,Interurban Trail at 216th St SW,Mountlake Terrace,Snohomish County
41345,187487,Mountlake Terrace2,Interurban Trail at 216th St SW,Mountlake Terrace,Snohomish County
41193,41504,Bothell4,SR 527 and 214th St SE,Bothell,King County
41504,42269,Bothell4,SR 527 and 214th St SE,Bothell,King County
41504,182321,Bothell4,SR 527 and 214th St SE,Bothell,King County
194444,41504,Bothell4,SR 527 and 214th St SE,Bothell,King County
182322,41504,Bothell4,SR 527 and 214th St SE,Bothell,King County
191100,41504,Bothell4,SR 527 and 214th St SE,Bothell,King County
194480,182231,Everett7,Interurban Trail and 124th St SE pedestrian/bicycle bridge over I-5,Everett,Snohomish County
182231,26926,Everett7,Interurban Trail and 124th St SE pedestrian/bicycle bridge over I-5,Everett,Snohomish County
182231,27323,Everett7,Interurban Trail and 124th St SE pedestrian/bicycle bridge over I-5,Everett,Snohomish County
26405,26296,Everett1,19th Ave SE and Lake Heights Dr,Everett,Snohomish County
26296,26338,Everett1,19th Ave SE and Lake Heights Dr,Everett,Snohomish County
26296,26177,Everett1,19th Ave SE and Lake Heights Dr,Everett,Snohomish County
25067,25736,Everett11,Interurban Trail at 112th St SE,Everett,Snohomish County
26137,25736,Everett11,Interurban Trail at 112th St SE,Everett,Snohomish County
25735,25736,Everett11,Interurban Trail at 112th St SE,Everett,Snohomish County
25736,25741,Everett11,Interurban Trail at 112th St SE,Everett,Snohomish County
181435,25736,Everett11,Interurban Trail at 112th St SE,Everett,Snohomish County
25736,181436,Everett11,Interurban Trail at 112th St SE,Everett,Snohomish County
23701,23818,Everett5,Airport Road and 94th St SW,Everett,Snohomish County
23818,23953,Everett5,Airport Road and 94th St SW,Everett,Snohomish County
23636,23818,Everett5,Airport Road and 94th St SW,Everett,Snohomish County
22972,22808,Everett2,W Casino Rd and 5th Ave W,Everett,Snohomish County
22807,22808,Everett2,W Casino Rd and 5th Ave W,Everett,Snohomish County
22821,22808,Everett2,W Casino Rd and 5th Ave W,Everett,Snohomish County
23396,22808,Everett2,W Casino Rd and 5th Ave W,Everett,Snohomish County
22808,194453,Everett2,W Casino Rd and 5th Ave W,Everett,Snohomish County
21225,21302,Everett3,Interurban Trail and Beverly Blvd,Everett,Snohomish County
21302,21299,Everett3,Interurban Trail and Beverly Blvd,Everett,Snohomish County
21302,21373,Everett3,Interurban Trail and Beverly Blvd,Everett,Snohomish County
21303,21302,Everett3,Interurban Trail and Beverly Blvd,Everett,Snohomish County
190808,21302,Everett3,Interurban Trail and Beverly Blvd,Everett,Snohomish County
21302,194539,Everett3,Interurban Trail and Beverly Blvd,Everett,Snohomish County
18772,18804,Everett8,E Mukilteo Blvd and 42nd St SE,Everett,Snohomish County
18804,18851,Everett8,E Mukilteo Blvd and 42nd St SE,Everett,Snohomish County
18804,18787,Everett8,E Mukilteo Blvd and 42nd St SE,Everett,Snohomish County
18804,18780,Everett8,E Mukilteo Blvd and 42nd St SE,Everett,Snohomish County
17549,17546,Everett9,US 2 Bike/Ped Trail and Hewitt Ave,Everett,Snohomish County
15170,15201,Everett4,SR 529 south of Snohomish River Bridge,Everett,Snohomish County
