OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length
395,1,175,1,16765,450,016,17.870000000000001,41000.000000000000000,Bothways,"At Milepost 20.10 A: BEGIN INCREASING BRIDGE SE BURLEY-OLALLA RD,  BEGIN DECREASING BRIDGE SE BURLEY-OLALLA RD",NO ERROR,57468.058654799999000,224012.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185992,185989,3258.758489769059000
396,2,528,1,16766,921,016,16.420000000000002,44000.000000000000000,Bothways,After Milepost 18.64 A: RIGHT ON RAMP SR 302 SPPURDY (SPUR),NO ERROR,57468.057861300003000,224013.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185993,185988,3604.168960099503700
397,2,528,1,16767,921,016,16.420000000000002,44000.000000000000000,Bothways,After Milepost 18.64 A: RIGHT ON RAMP SR 302 SPPURDY (SPUR),NO ERROR,57468.057861300003000,224014.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185987,185994,2459.349263244310800
398,1,180,1,16768,386,016,25.989999999999998,67000.000000000000000,Bothways,After Milepost 28.16 A: CENTER INTERSECTION SR 166,NO ERROR,69117.444580099997000,224018.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185998,185943,626.456860552031000
399,1,180,1,16769,386,016,25.989999999999998,67000.000000000000000,Bothways,After Milepost 28.16 A: CENTER INTERSECTION SR 166,NO ERROR,69117.444580099997000,224019.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185942,185997,637.294109721128850
400,1,413,1,16770,4600,522,14.440000000000000,32000.000000000000000,Bothways,After Milepost 14.43 A: RIGHT ON RAMP SR 9,NO ERROR,48258.142700199998000,224094.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,186039,186032,3909.747902667993000
401,1,413,1,16771,4600,522,14.440000000000000,32000.000000000000000,Bothways,After Milepost 14.43 A: RIGHT ON RAMP SR 9,NO ERROR,48258.142700199998000,224095.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,186033,186038,3170.806521618756500
402,1,265,1,16801,2614,099,43.960000000000001,35000.000000000000000,Bothways,After Milepost 50.22 A: BOTHWAYS INTERSECTION 148TH ST SW,NO ERROR,32750.664978000001000,218025.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,33943,33699,659.542507385513430
403,1,666,1,16810,2964,166,3.400000000000000,14000.000000000000000,Bothways,After Milepost 3.41 A: RIGHT INTERSECTION MAPLE AVE,NO ERROR,5764.108352659999600,105674.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,101262,99845,2474.221726720808000
404,1,703,1,16902,6838,167Q102178,0.100000000000000,11000.000000000000000,North Bound,On Q1 RAMP (N CNTRL AVE TO SR 167 NB) After RIGHT WYE CONNECTION N CENTRAL AVE,NO ERROR,13782.676513700000000,216373.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,123880,123553,1085.834211018682900
405,1,263,1,16913,2019,099,45.990000000000002,38000.000000000000000,Bothways,Before Milepost 52.27 A: RIGHT WYE CONNECTION AIRPORT RD,NO ERROR,41171.892089800000000,213251.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,30439,31146,2677.522167216695400
406,1,706,1,16982,6900,167Q502264,0.080000000000000,8900.000000000000000,North Bound,On Q5 RAMP (S 212TH ST TO SR 167 NB) After BOTHWAYS INTERSECTION LX02240,NO ERROR,12280.424438500000000,218935.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,184276,121845,1134.019036245852700
407,1,326,1,17034,4787,527,7.010000000000000,27000.000000000000000,Bothways,After Milepost 7.00 A: BOTHWAYS INTERSECTION MILL CREEK BLVD,NO ERROR,22268.090606700000000,179973.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,35871,36088,376.892714795554980
408,1,310,1,17117,4324,522,10.580000000000000,35000.000000000000000,Bothways,After Milepost 10.58 A: LEFT WYE CONNECTION S CAMPUS WAY,NO ERROR,26944.872253400001000,5406.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,54894,54645,1250.818558474967400
409,1,310,1,17118,4324,522,10.580000000000000,35000.000000000000000,Bothways,After Milepost 10.58 A: LEFT WYE CONNECTION S CAMPUS WAY,NO ERROR,26944.872253400001000,5397.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,54376,187227,1934.095944021759400
410,1,48,1,17202,5758,005R120644,0.296000000000000,6200.000000000000000,South Bound,On R1 RAMP (SR 5 SB TO SR 531) After LEFT INTERSECTION SR 5 SB,NO ERROR,7802.728271480000300,218141.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10332,10592,1612.382904796457100
411,1,81,1,18085,4753,529,6.970000000000000,30000.000000000000000,Bothways,"Before Milepost 5.79 A: RIGHT CENTER OFF RAMP SR 5 NB,  LEFT CENTER ON RAMP SR 5 SB",NO ERROR,29444.690002399999000,8317.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17648,198072,1099.392426732910300
412,1,81,1,18087,4753,529,6.970000000000000,30000.000000000000000,Bothways,"Before Milepost 5.79 A: RIGHT CENTER OFF RAMP SR 5 NB,  LEFT CENTER ON RAMP SR 5 SB",NO ERROR,29444.690002399999000,8315.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,198071,17639,1260.953164830101300
413,1,548,1,21597,4845,525,5.810000000000000,18000.000000000000000,Bothways,After Milepost 5.63 A: RIGHT WYE CONNECTION SR 525 SPPAINE (SPUR),NO ERROR,14523.175720200001000,217622.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,28073,27888,677.882162581493730
414,1,585,1,21648,1254,018,7.150000000000000,48000.000000000000000,Bothways,After Milepost 6.61 A: RIGHT ON RAMP AUBURN BLK DIAMOND RD,NO ERROR,65641.838378900007000,8702.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,141661,198209,5028.818356045201700
415,1,417,2,21723,4548,522,12.670000000000000,46000.000000000000000,Bothways,After Milepost 12.66 A: RIGHT OFF RAMP NE 195TH ST,NO ERROR,91281.574462899996000,5347.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52834,54070,2702.912751042326800
416,1,476,1,21726,464,018,17.949999999999999,28000.000000000000000,Bothways,Before Milepost 17.46 A: LEFT ON RAMP 244TH AVE SE,NO ERROR,36580.508300800000000,222079.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,198217,183894,4992.499043690244400
417,1,477,1,21728,96,018,19.079999999999998,26000.000000000000000,Bothways,After Milepost 18.57 A: RIGHT ON RAMP 244TH AVE SE,NO ERROR,32391.954956099999000,8679.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,198219,120916,4634.775334366329800
418,1,80,1,21818,5731,005R119856,0.232000000000000,9100.000000000000000,South Bound,On R1 RAMP (SR 5 SB TO SR 529 SB) After LEFT INTERSECTION SR 5 SB,NO ERROR,9401.417724610000700,8316.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17533,17648,1142.293104077870600
419,1,316,2,21883,4797,527,2.420000000000000,41000.000000000000000,Bothways,After Milepost 2.41 A: BOTHWAYS WYE CONNECTION 228TH ST SE,NO ERROR,43221.277221700002000,4967.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,47575,48086,1067.892422784573200
420,1,200,1,22007,3651,304,2.750000000000000,7000.000000000000000,Bothways,After Milepost 2.75 A: LEFT INTERSECTION PARK AVE,NO ERROR,2229.066772459999800,248224.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,94630,198742,145.234933251674650
421,1,240,1,22012,5119,003S104515,0.282000000000000,8200.000000000000000,South Bound,On S1 RAMP (SR 303 TO SR 3 SB) After LEFT ON RAMP S204515,NO ERROR,0.000000000000000,216670.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,71444,185855,2454.016833841579200
422,1,433,1,22023,6646,090S102501,0.136000000000000,10000.000000000000000,West Bound,On S1 RAMP (ECHO GLEN RD TO SR 90 WB) After RIGHT OFF RAMP S202501,NO ERROR,13545.187988300000000,218344.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,107945,108156,1603.429762878407000
423,1,494,1,22057,4891,705,1.490000000000000,38000.000000000000000,Bothways,"Before Milepost 1.50 A: LEFT MISCELLANEOUS FEATURE GORE (S100143),  INCREASING MISCELLANEOUS FEATURE SHUSTER PARKWAY AHEAD,  END ROUTE",NO ERROR,47690.042968800000000,7998.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,148406,149308,2186.977730241164000
424,1,157,1,22112,3637,305,7.180000000000000,20000.000000000000000,Bothways,"After Milepost 7.19 A: RIGHT INTERSECTION SUQUAMISH WAY NE,  LEFT INTERSECTION PVT RD",NO ERROR,15842.770690900001000,208325.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,61416,61803,1510.287366405720100
425,1,694,1,22432,2921,167,19.780000000000001,121000.000000000000000,Bothways,After Milepost 18.45 A: RIGHT ON RAMP S 277TH ST,NO ERROR,127058.287505999990000,7480.000000000000000,0.000000000000000,195469.000000000000000,195638.000000000000000,128071,131619,6891.466329648334100
426,1,688,1,22433,2924,167,17.609999999999999,116000.000000000000000,Bothways,After Milepost 16.28 A: RIGHT ON RAMP 15TH ST NW,NO ERROR,122752.400878999990000,7510.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,134006,135756,3942.296854119586000
427,1,479,1,22464,727,018,21.280000000000001,22000.000000000000000,Bothways,After Milepost 20.77 A: LEFT OFF RAMP ISSAQUAH HOBART RD,NO ERROR,26408.091903699999000,247260.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,198213,119057,3302.882285609988700
428,1,89,1,22481,593,005,120.380000000000000,118000.000000000000000,Bothways,Before Milepost 120.33 A: LEFT ON RAMP SBCD LANE,NO ERROR,100014.276367000000000,9270.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,175560,174492,6375.259324370783400
429,1,14,1,22628,1220,005,215.569999999999990,54000.000000000000000,Bothways,After Milepost 215.51 A: RIGHT ON RAMP 300TH ST NW,NO ERROR,63381.056396499996000,8273.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4991,4020,12756.208988847533000
430,1,14,1,22629,1220,005,215.569999999999990,54000.000000000000000,Bothways,After Milepost 215.51 A: RIGHT ON RAMP 300TH ST NW,NO ERROR,63381.056396499996000,8445.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4024,4994,12778.728430804196000
431,1,366,1,22653,423,009,32.740000000000002,2000.000000000000000,Bothways,At Milepost 32.98 A: PTR LOCATION R083,NO ERROR,7154.744400020000300,193765.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,6827,6979,1008.776592214619800
432,1,380,2,22656,4735,530,8.380000000000001,5400.000000000000000,Bothways,After Milepost 25.52 A: RIGHT INTERSECTION JIM CREEK RD,NO ERROR,8491.130767819999200,157103.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,7069,7263,5811.094373692076300
433,1,365,2,22660,895,009,31.420000000000002,5100.000000000000000,Bothways,After Milepost 31.65 A: LEFT INTERSECTION 252ND ST NE,NO ERROR,5708.337677000000400,211801.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,6979,7437,6538.821314192694400
434,1,42,1,22661,1277,005,208.720000000000000,71000.000000000000000,Bothways,At Milepost 208.67 A: BOTHWAYS UNDERCROSSING SR 530,NO ERROR,59245.693725600002000,8410.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8917,8682,1748.887919258651000
435,1,382,2,22671,4737,530,5.000000000000000,8300.000000000000000,Bothways,After Milepost 22.14 A: RIGHT INTERSECTION ARLINGTON HEIGHTS RD,NO ERROR,13665.986297600000000,211857.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8294,7941,3221.838860270308000
436,1,259,1,22675,4744,530,0.530000000000000,18000.000000000000000,Bothways,After Milepost 17.47 A: RIGHT INTERSECTION OLD SR 99,NO ERROR,11662.109283399999000,211912.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8778,8815,10053.638077953525000
437,1,38,1,22676,5545,005Q120899,0.072000000000000,4600.000000000000000,North Bound,On Q1 RAMP (SR 530 TO SR 5 NB) After BOTHWAYS INTERSECTION SR 530,NO ERROR,2743.428955079999900,219357.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8795,8682,998.646285866565110
438,1,49,1,22686,655,005,206.130000000000000,72000.000000000000000,Bothways,At Milepost 206.08 A: BOTHWAYS UNDERCROSSING SR 531,NO ERROR,50693.242675800000000,8429.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10777,10451,2230.541967428774100
439,1,384,1,22687,4711,531,7.130000000000000,24000.000000000000000,Bothways,After Milepost 7.12 A: LEFT INTERSECTION 43RD AVE NE,NO ERROR,15189.325073200000000,160081.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,10626,10614,2617.610842909261500
440,1,43,1,22689,4746,530,0.100000000000000,21000.000000000000000,Bothways,"After Milepost 17.04 A: RIGHT ON RAMP SR 5,  LEFT OFF RAMP SR 5",NO ERROR,12210.017700200000000,214701.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8795,8793,1319.004631002867000
441,1,53,1,22698,5344,005P120538,0.552000000000000,15000.000000000000000,North Bound,On P1 RAMP (SR 5 NB TO SR 531) After LEFT INTERSECTION SR 5 NB,NO ERROR,11392.186279300000000,219289.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10777,10588,1237.120932853170000
442,1,386,1,22699,4709,531,8.600000000000000,11000.000000000000000,Bothways,After Milepost 8.59 A: BOTHWAYS INTERSECTION 67TH AVE NE,NO ERROR,11294.182586700001000,159997.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,10649,10646,3315.726886387286000
443,1,385,1,22700,4710,531,8.580000000000000,16000.000000000000000,Bothways,Before Milepost 8.59 A: BOTHWAYS INTERSECTION 67TH AVE NE,NO ERROR,10887.701904300000000,215098.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,10637,10646,2456.003917815830800
444,1,47,1,22716,5546,005Q120660,0.122000000000000,7400.000000000000000,North Bound,On Q1 RAMP (SR 531 TO SR 5 NB) After RIGHT WYE CONNECTION SR 531,NO ERROR,8464.481414789999700,219252.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10588,10451,1117.988055405835000
445,1,51,1,22717,4713,531,6.440000000000000,40000.000000000000000,Bothways,"After Milepost 6.43 A: RIGHT WYE CONNECTION SR 5 NB ON RAMP,  LEFT WYE CONNECTION SR 5 NB OFF RAMP",NO ERROR,31514.938903800001000,214517.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,10588,10587,431.907063611006270
446,1,359,1,22721,4708,531,9.869999999999999,8500.000000000000000,Bothways,"Before Milepost 9.88 A: BOTHWAYS INTERSECTION SR 9,  END ROUTE",NO ERROR,8831.037948609999100,160186.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,10676,10649,3515.137980587658100
447,1,376,1,22791,4729,530,26.559999999999999,3300.000000000000000,Bothways,"After Milepost 43.74 A: RIGHT INTERSECTION MINE RD,  LEFT INTERSECTION SWEDE HEAVEN RD",NO ERROR,9128.487060550000000,155510.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,5425,5313,12229.289110377949000
448,1,374,1,22792,4726,530,32.189999999999998,2000.000000000000000,Bothways,After Milepost 49.37 A: RIGHT INTERSECTION SAUK PRAIRIE RD,NO ERROR,1283.556827550000000,155957.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,5970,5007,7150.467734899892100
449,1,375,1,22793,4728,530,31.640000000000001,4000.000000000000000,Bothways,After Milepost 48.82 A: RIGHT INTERSECTION MADISON ST,NO ERROR,9128.487060550000000,211701.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,6218,6141,1942.412599781356000
450,1,377,2,22800,4730,530,17.800000000000001,3500.000000000000000,Bothways,After Milepost 34.98 A: LEFT INTERSECTION WHITMAN RD,NO ERROR,9128.487060550000000,155135.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,5259,4903,43009.101995418532000
451,1,368,1,22805,773,009,34.950000000000003,1100.000000000000000,Bothways,After Milepost 35.18 A: RIGHT INTERSECTION FINN SETTLEMENT RD,NO ERROR,1894.148101810000100,192843.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4038,6436,22154.831487751908000
452,1,70,2,22809,1115,005,200.229999999999990,129000.000000000000000,Bothways,"Before Milepost 200.18 A: LEFT ON RAMP 88TH ST NE,  END DECREASING BRIDGE QUILCEDA CREEK",NO ERROR,99477.336914100000000,8303.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16703,15188,6643.388367099147200
453,1,75,2,22841,729,005,198.949999999999990,141000.000000000000000,Bothways,Before Milepost 198.90 A: RIGHT OFF RAMP SR 528,NO ERROR,116496.633300999990000,8459.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17225,17521,2122.105468052937300
454,1,390,1,22856,173,009,17.480000000000000,25000.000000000000000,Bothways,Before Milepost 17.49 A: RIGHT INTERSECTION SR 92,NO ERROR,41295.942993199998000,212340.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,18196,18515,2282.815934002940600
455,1,86,2,22918,4734,530,9.630000000000001,5200.000000000000000,Bothways,After Milepost 26.77 A: LEFT INTERSECTION 139TH AVE NE,NO ERROR,8491.130767819999200,211790.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,7069,5282,17880.585063193488000
456,1,252,1,22922,4705,532,3.640000000000000,21000.000000000000000,Bothways,After Milepost 3.63 A: LEFT INTERSECTION 270TH ST NW,NO ERROR,21380.581909199998000,211739.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,6674,6696,5803.204097914263900
457,1,253,1,22923,4703,532,4.260000000000000,18000.000000000000000,Bothways,"After Milepost 4.25 A: RIGHT INTERSECTION 98TH AVE NW-LEQUE RD,  LEFT INTERSECTION 98TH DR NW",NO ERROR,11954.538818400000000,156704.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,6779,6691,2003.807882641810200
458,1,392,1,22948,4760,529,0.880000000000000,16000.000000000000000,Bothways,After Milepost 0.87 A: BOTHWAYS INTERSECTION BROADWAY AVE-OLD SR 529,NO ERROR,6315.995574950000400,168617.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,21252,21246,691.938283225171060
459,1,258,1,22964,4739,530,4.160000000000000,12000.000000000000000,Bothways,"After Milepost 21.30 A: RIGHT INTERSECTION BROADWAY AVE(OLD SR 530),  LEFT INTERSECTION BROADWAY AVE",NO ERROR,11307.432769800000000,157903.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8289,8293,954.417268311151930
460,1,361,2,22981,1361,009,29.469999999999999,16000.000000000000000,Bothways,"After Milepost 29.46 A: RIGHT INTERSECTION DIVISION ST,  LEFT INTERSECTION SR 530",NO ERROR,10590.733520500000000,217232.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8351,8357,341.137382629283710
461,1,260,1,22982,4742,530,2.770000000000000,14000.000000000000000,Bothways,After Milepost 19.71 A: RIGHT INTERSECTION 211TH PL NE,NO ERROR,5235.636795039999900,192287.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8351,8810,5485.200849778581000
462,1,361,2,22983,1361,009,29.469999999999999,16000.000000000000000,Bothways,"After Milepost 29.46 A: RIGHT INTERSECTION DIVISION ST,  LEFT INTERSECTION SR 530",NO ERROR,10590.733520500000000,157999.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,8357,8507,1012.557510451897500
463,1,394,1,22991,26,002,2.890000000000000,31000.000000000000000,Bothways,After Milepost 2.75 A: LEFT CENTER OFF RAMP SR 204-HEWITT AVE,NO ERROR,41780.993042000002000,8428.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22570,21999,3644.284850969078400
464,1,397,1,23046,21,002,4.870000000000000,24000.000000000000000,Bothways,Before Milepost 4.75 A: LEFT ON RAMP SR 9,NO ERROR,34134.579345700004000,214790.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,23203,23762,4069.935052222353100
465,1,552,2,23072,4839,525,8.320000000000000,14000.000000000000000,Bothways,Before Milepost 8.16 A: RIGHT INTERSECTION WASHINGTON AVE,NO ERROR,8346.678466800000000,171402.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,24429,24140,1039.918754164272300
466,1,357,1,23160,1360,009,21.930000000000000,11000.000000000000000,Bothways,After Milepost 21.92 A: BOTHWAYS INTERSECTION 108TH ST NE,NO ERROR,17434.616973900000000,162300.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,13895,13219,4183.153140903467800
467,1,373,1,23195,2449,092,7.870000000000000,15000.000000000000000,Bothways,After Milepost 7.87 A: BOTHWAYS INTERSECTION JORDAN RD,NO ERROR,7199.042984009999600,212107.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,14520,14514,750.624616326025380
468,1,74,1,23285,456,005,199.169999999999990,115000.000000000000000,Bothways,"At Milepost 199.11 A: BEGIN INCREASING BRIDGE SR 528,  BEGIN DECREASING BRIDGE SR 528",NO ERROR,87279.732421900000000,8305.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17228,16703,2096.205652459677400
469,1,399,1,23378,15,002,10.150000000000000,25000.000000000000000,Bothways,Before Milepost 10.08 A: LEFT INTERSECTION WESTWICK RD,NO ERROR,25707.886962900000000,224318.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,186167,28585,1537.220226521727000
470,1,546,1,23391,4847,525,4.780000000000000,34000.000000000000000,Bothways,After Milepost 4.60 A: LEFT INTERSECTION RUSSELL RD,NO ERROR,27067.859741200002000,213176.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,29631,29333,1145.960769797234700
471,1,261,1,23396,2615,099,46.530000000000001,34000.000000000000000,Bothways,Before Milepost 52.81 A: RIGHT INTERSECTION 113TH ST SW,NO ERROR,30913.626892100001000,192683.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,29940,29665,998.234291946442230
472,1,84,1,23454,526,005,194.630000000000000,123000.000000000000000,Bothways,After Milepost 194.56 A: LEFT ON RAMP MARINE VIEW DR,NO ERROR,123058.411743000000000,9380.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21075,20597,2395.813914366721700
473,1,331,1,23488,4781,527,9.580000000000000,20000.000000000000000,Bothways,After Milepost 9.57 A: RIGHT INTERSECTION 120TH PL SE,NO ERROR,20734.287155200000000,176234.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,30716,30405,964.826300510522170
474,1,591,1,23516,1784,096,0.730000000000000,28000.000000000000000,Bothways,"After Milepost 0.72 A: RIGHT INTERSECTION DUMAS RD,  LEFT INTERSECTION ELGIN WAY",NO ERROR,37032.234130899997000,215247.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,31706,31533,693.762767193417630
475,1,593,1,23523,1966,096,3.270000000000000,29000.000000000000000,Bothways,"Before Milepost 3.28 A: RIGHT INTERSECTION 132ND ST SE,  RIGHT INTERSECTION SEATTLE HILL RD",NO ERROR,32772.404479999997000,196174.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,31957,31928,1762.376698945216000
476,1,264,1,23552,2191,099,44.420000000000002,40000.000000000000000,Bothways,After Milepost 50.68 A: RIGHT ON RAMP SR 525 NB,NO ERROR,35672.740783699999000,215341.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,32998,32474,1413.852642700043800
477,1,398,1,23567,18,002,8.020000000000000,21000.000000000000000,Bothways,Before Milepost 7.90 A: LEFT ON RAMP CAMPBELL RD,NO ERROR,24484.851745600001000,218072.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,27313,24428,10972.411725117754000
478,1,400,1,23583,11,002,13.930000000000000,22000.000000000000000,Bothways,"Before Milepost 13.86 A: LEFT WYE CONNECTION 179TH AVE SE,  RIGHT MISCELLANEOUS FEATURE SGN ENT MONROE",NO ERROR,16662.144103999999000,193153.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,34216,33863,1451.125692679132300
479,1,504,1,23595,50,002,26.280000000000001,12000.000000000000000,Bothways,After Milepost 26.19 A: LEFT INTERSECTION KELLOGG LAKE RD,NO ERROR,16764.872192399998000,179221.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,34386,34876,4546.533231572445400
480,1,501,1,23597,46,002,23.180000000000000,16000.000000000000000,Bothways,Before Milepost 23.11 A: RIGHT EXIT TO CEMETERY RD,NO ERROR,16764.872192399998000,200251.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,35080,34861,743.314645274717800
481,1,402,1,23602,32,002,14.470000000000001,37000.000000000000000,Bothways,"After Milepost 14.38 A: CENTER INTERSECTION U-TURN ACCESS,  LEFT WYE CONNECTION OFF RAMP",NO ERROR,39268.731933600000000,214706.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,35061,35274,807.209489204419920
482,1,499,1,23631,42,002,21.660000000000000,21000.000000000000000,Bothways,"After Milepost 21.57 A: RIGHT INTERSECTION FERN BLUFF RD,  LEFT INTERSECTION OLD OWEN RD",NO ERROR,19000.630249000002000,198991.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,36238,35899,1789.758520514514900
483,1,550,2,23635,4841,525,7.190000000000000,16000.000000000000000,Bothways,After Milepost 7.01 A: RIGHT INTERSECTION 76TH ST SW,NO ERROR,13642.859954800000000,172592.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,25914,24884,4264.140905723633300
484,1,498,1,23647,41,002,21.640000000000001,19000.000000000000000,Bothways,"Before Milepost 21.57 A: RIGHT INTERSECTION FERN BLUFF RD,  LEFT INTERSECTION OLD OWEN RD",NO ERROR,17379.021789599999000,215267.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,36339,36238,948.611220415160350
485,1,267,1,23671,2018,099,42.590000000000003,31000.000000000000000,Bothways,After Milepost 48.85 A: RIGHT WYE CONNECTION 168TH ST SW,NO ERROR,31606.401855500000000,213493.000000000000000,2.000000000000000,195325.000000000000000,195650.000000000000000,37021,37481,915.813678866960000
486,1,404,1,23672,4601,522,23.660000000000000,16000.000000000000000,Bothways,After Milepost 23.65 A: RIGHT ON RAMP 164TH ST,NO ERROR,19709.169372600001000,201738.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,37252,35705,4478.874138336965200
487,1,323,1,23714,4790,527,5.510000000000000,32000.000000000000000,Bothways,After Milepost 5.50 A: BOTHWAYS INTERSECTION 180TH ST SE,NO ERROR,34142.157470700004000,213635.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,39589,38934,1745.821510242279600
488,1,540,1,23721,4855,525,0.350000000000000,58000.000000000000000,Bothways,Before Milepost 0.36 A: LEFT ON RAMP ALDERWOOD MALL PKWY,NO ERROR,83543.307861299996000,8416.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39472,38643,2107.179037944766600
489,1,333,1,23845,4778,527,11.090000000000000,33000.000000000000000,Bothways,After Milepost 11.08 A: BOTHWAYS INTERSECTION 100TH ST SE,NO ERROR,36802.013427700003000,213094.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,28546,28149,1429.011419036968200
490,1,332,1,23860,4779,527,11.039999999999999,26000.000000000000000,Bothways,Before Milepost 11.05 A: LEFT INTERSECTION 100TH PL SE,NO ERROR,25171.001861600002000,175139.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,29033,28546,1632.536966677055300
491,1,136,3,23903,2866,104,23.000000000000000,11000.000000000000000,Bothways,After Milepost 23.12 A: RIGHT WYE CONNECTION BARBER CUTOFF RD,NO ERROR,9897.908172609999400,108125.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,44548,43382,8870.027890075305500
