OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,ID,SRID,ARM,Year_2010,Direction_,Location,LOC_ERROR,estimated,PSRCEdgeID,Oneway,HOV_I,HOV_J,NewINode,NewJNode,Shape_Length
93,1,614,1,3472,6795,099S102461,0.012000000000000,2000.000000000000000,South Bound,On S1 RAMP (14TH AVE S TO CD02512) After LEFT INTERSECTION 14TH AVE S,NO ERROR,2292.261573790000100,61316.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,105805,105861,852.926032642199290
94,1,584,1,3481,5049,002P100480,0.208000000000000,4100.000000000000000,East Bound,On P1 RAMP (SR 2 EB TO SR 9) After LEFT INTERSECTION SR 2 EB,NO ERROR,9433.429992679999500,218045.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23762,23892,1192.816356810323400
95,1,583,1,3482,5058,002Q100535,0.066000000000000,2600.000000000000000,East Bound,On Q1 RAMP (SR 9 TO SR 2 EB) After BOTHWAYS INTERSECTION SR 9,NO ERROR,4744.797668459999800,218048.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23892,23798,1030.227878522850000
96,1,296,1,3559,2837,104,30.010000000000002,17000.000000000000000,Bothways,"Before Milepost 30.55 A: LEFT INTERSECTION NE 195TH ST,  BOTHWAYS INTERSECTION 25TH AVE NE",NO ERROR,16257.199951200000000,10164.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,51443,51903,1217.715971482989700
97,1,328,1,3622,4784,527,8.640000000000001,20000.000000000000000,Bothways,Before Milepost 8.65 A: LEFT INTERSECTION 16TH AVE SE,NO ERROR,16599.510574299999000,215251.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,31961,32014,286.535024954112200
98,1,549,1,3635,4844,525,6.190000000000000,16000.000000000000000,Bothways,After Milepost 6.01 A: LEFT WYE CONNECTION 92ND ST SW,NO ERROR,15200.811340300001000,217606.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,27572,27355,813.681088727673340
99,1,395,1,3640,25,002,3.660000000000000,31000.000000000000000,Bothways,Before Milepost 3.54 A: RIGHT OFF RAMP BICKFORD AVE (OLD SR 2),NO ERROR,41780.993042000002000,8427.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22913,22570,1802.554786353518000
100,1,290,1,3648,2848,104,26.670000000000002,20000.000000000000000,Bothways,"Before Milepost 26.80 A: RIGHT ENTRANCE/EXIT APARTMENTS,  LEFT INTERSECTION 95TH PL W",NO ERROR,19844.630065900001000,188735.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,47578,47867,1023.934285888537000
101,1,394,1,3652,26,002,2.890000000000000,31000.000000000000000,Bothways,After Milepost 2.75 A: LEFT CENTER OFF RAMP SR 204-HEWITT AVE,NO ERROR,41780.993042000002000,8393.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21892,22531,3843.284089936592400
102,1,533,1,3681,3616,310,0.810000000000000,38000.000000000000000,Bothways,"After Milepost 0.80 A: RIGHT INTERSECTION NATIONAL AVE,  LEFT ENTRANCE/EXIT BUSINESS",NO ERROR,23431.707824699999000,208078.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,92577,93219,1349.510460698352300
103,1,203,1,3691,3060,160,0.810000000000000,22000.000000000000000,Bothways,Before Milepost 0.82 A: BOTHWAYS INTERSECTION BETHEL RD SE,NO ERROR,16628.279693600001000,208466.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,107092,107077,642.645023918408920
104,1,311,1,3778,4802,527,0.440000000000000,15000.000000000000000,Bothways,"After Milepost 0.43 A: RIGHT INTERSECTION NE 190TH ST,  LEFT INTERSECTION NE 191ST ST",NO ERROR,11428.122650100000000,202041.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,52259,52899,1497.041063659806000
105,1,160,1,3822,3641,305,1.630000000000000,19000.000000000000000,Bothways,After Milepost 1.64 A: BOTHWAYS INTERSECTION MADISON AVE,NO ERROR,12489.404937699999000,201243.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,74276,76079,3547.648251145195900
106,1,161,1,3823,3642,305,0.970000000000000,17000.000000000000000,Bothways,After Milepost 0.98 A: BOTHWAYS INTERSECTION HIGH SCHOOL RD,NO ERROR,9404.875183109999900,208328.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,78196,76079,3484.256825783504200
107,1,335,1,4029,3435,202,7.040000000000000,15000.000000000000000,East Bound,"After Milepost 7.03 A: RIGHT INTERSECTION CLEVELAND ST-OLD SR 908,  RIGHT INTERSECTION 164TH AVE NE",NO ERROR,10726.476196300000000,29919.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,71019,70809,740.062575198878220
108,1,89,1,4141,593,005,120.380000000000000,118000.000000000000000,Bothways,Before Milepost 120.33 A: LEFT ON RAMP SBCD LANE,NO ERROR,100014.276367000000000,7870.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,174478,175503,6151.275444555048100
109,1,527,1,4166,6092,016S101539,0.098000000000000,12000.000000000000000,South Bound,On S1 RAMP (SR 302 TO SR 16 EB) After LEFT INTERSECTION SR 302 WB,NO ERROR,8980.015136719999600,210506.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,127442,128372,1831.286527749844700
110,1,596,1,4203,2010,099,4.500000000000000,15000.000000000000000,Bothways,"After Milepost 8.14 A: RIGHT INTERSECTION SR 18,  LEFT INTERSECTION S 348TH ST",NO ERROR,18399.396148700002000,93550.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,143235,142584,1407.973601340633400
111,1,351,1,4211,5009,900,2.350000000000000,20000.000000000000000,Bothways,After Milepost 8.27 A: RIGHT INTERSECTION 68TH AVE S,NO ERROR,18058.283203100000000,67082.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,111910,111706,1027.544772793182100
112,1,350,1,4243,5010,900,2.330000000000000,27000.000000000000000,Bothways,Before Milepost 8.27 A: RIGHT INTERSECTION 68TH AVE S,NO ERROR,21211.404937700001000,206077.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,111524,111706,1056.963061595725300
113,1,354,1,4246,5005,900,3.930000000000000,22000.000000000000000,Bothways,Before Milepost 9.87 A: LEFT WYE CONNECTION SR 167,NO ERROR,16806.118835400001000,206153.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,112401,112413,373.804330723588070
114,1,353,1,4247,5006,900,3.830000000000000,19000.000000000000000,Bothways,Before Milepost 9.77 A: RIGHT WYE CONNECTION HARDIE AVE SW,NO ERROR,15614.194030799999000,206186.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,112459,112600,442.545279163933690
115,1,102,1,4260,4605,515,0.020000000000000,25000.000000000000000,Bothways,After Milepost 0.01 A: RIGHT WYE CONNECTION SR 516,NO ERROR,13495.150390600000000,207056.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,128658,128266,749.577794866624690
116,1,94,1,4304,4400,512,7.770000000000000,80000.000000000000000,Bothways,Before Milepost 7.78 A: LEFT ON RAMP 94TH AVE E,NO ERROR,90281.350097699993000,7720.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,167038,166980,3431.126496387334100
117,1,95,1,4306,4504,512,9.350000000000000,86000.000000000000000,Bothways,After Milepost 9.34 A: RIGHT ON RAMP SR 161,NO ERROR,87812.681152300007000,7746.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,165266,163106,3908.496975903343400
118,1,638,1,4357,3021,161,33.820000000000000,24000.000000000000000,Bothways,Before Milepost 33.83 A: RIGHT INTERSECTION MILITARY RD S,NO ERROR,26369.076293900001000,207744.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,148911,148958,121.597302682781820
119,1,97,1,4414,2941,167,7.730000000000000,99000.000000000000000,Bothways,After Milepost 6.44 A: LEFT OFF RAMP SR 512,NO ERROR,99467.071289100000000,7928.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,158716,158627,1037.276651671511200
120,1,660,1,4417,2988,164,4.070000000000000,17000.000000000000000,Bothways,"After Milepost 4.37 A: RIGHT INTERSECTION PVT RD,  LEFT INTERSECTION ACADEMY DR SE",NO ERROR,19830.335754399999000,95967.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,146176,146374,960.360306872280030
121,1,488,1,4436,3190,169,14.960000000000001,21000.000000000000000,Bothways,"After Milepost 14.95 A: RIGHT INTERSECTION WITTE RD SE,  LEFT INTERSECTION SE BAIN RD",NO ERROR,19998.748413099998000,77587.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,123169,122984,594.662191983613520
122,1,419,1,4449,4499,522,11.590000000000000,86000.000000000000000,Bothways,After Milepost 11.59 A: LEFT OFF RAMP SR 405 SB,NO ERROR,95200.791992200000000,5390.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,54499,54406,1881.589460345383000
123,1,91,1,4452,439,005,128.530000000000000,168000.000000000000000,Bothways,Before Milepost 128.48 A: LEFT ON RAMP 84TH ST,NO ERROR,73315.478515600000000,8146.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,164301,162769,3571.370364175293600
124,1,78,2,4454,925,005,198.630000000000000,141000.000000000000000,Bothways,After Milepost 198.56 A: LEFT OFF RAMP SR 529 SB,NO ERROR,57774.522949200000000,9376.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17539,17278,1883.845446599751300
125,1,462,1,4518,1000,018,8.720000000000001,48000.000000000000000,Bothways,Before Milepost 8.20 A: LEFT ON RAMP SE 304TH ST,NO ERROR,65641.838378900007000,222080.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,136242,183899,3098.520878694797800
126,1,46,1,4547,383,005,206.660000000000000,86000.000000000000000,Bothways,After Milepost 206.60 A: RIGHT ON RAMP SR 531,NO ERROR,66960.450927700003000,8294.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9282,10332,7328.114925029076400
127,1,44,2,4548,1047,005,208.410000000000000,86000.000000000000000,Bothways,Before Milepost 208.37 A: LEFT ON RAMP PIONEER HWY E-OLD SR 530,NO ERROR,66960.450927700003000,222038.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8920,9282,3795.285836824792600
128,1,46,1,4549,383,005,206.660000000000000,86000.000000000000000,Bothways,After Milepost 206.60 A: RIGHT ON RAMP SR 531,NO ERROR,66960.450927700003000,8293.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10451,9277,7900.014238684210800
129,1,44,2,4550,1047,005,208.410000000000000,86000.000000000000000,Bothways,Before Milepost 208.37 A: LEFT ON RAMP PIONEER HWY E-OLD SR 530,NO ERROR,66960.450927700003000,222039.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9277,8917,3804.486580128706900
130,1,79,1,4556,1187,005,198.569999999999990,123000.000000000000000,Bothways,Before Milepost 198.52 A: RIGHT ON RAMP SR 529 NB,NO ERROR,58722.110351600000000,222088.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17521,17533,85.373675439531681
131,1,106,1,4639,4562,516,9.029999999999999,31000.000000000000000,Bothways,After Milepost 8.75 A: BOTHWAYS INTERSECTION 124TH AVE SE,NO ERROR,29919.717224100001000,83952.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,130745,130451,1028.012161316666600
132,1,442,2,4685,2467,090,29.079999999999998,40000.000000000000000,Bothways,After Milepost 31.00 A: RIGHT ON RAMP SR 202,NO ERROR,28094.794189500000000,7062.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,114117,111882,10785.222441858812000
133,1,489,1,4738,3172,169,17.670000000000002,18000.000000000000000,Bothways,Before Milepost 17.68 A: RIGHT INTERSECTION CEDAR GROVE RD,NO ERROR,17176.859741200002000,206730.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,118822,119512,2965.108130303237000
134,1,442,2,4788,2467,090,29.079999999999998,40000.000000000000000,Bothways,After Milepost 31.00 A: RIGHT ON RAMP SR 202,NO ERROR,28094.794189500000000,7064.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,111887,114182,10969.796835814344000
135,1,344,1,4793,3422,202,18.219999999999999,9900.000000000000000,Bothways,Before Milepost 18.25 A: RIGHT INTERSECTION 292ND AVE SE,NO ERROR,10983.613372800000000,204711.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,88627,90400,3499.808155087720000
136,1,436,1,4809,2526,090,24.890000000000001,55000.000000000000000,Bothways,Before Milepost 26.83 A: LEFT ON RAMP WINERY RD,NO ERROR,43651.009887699998000,6876.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,107469,107989,7142.628713919309100
137,1,425,3,4810,2342,090,20.940000000000001,55000.000000000000000,Bothways,After Milepost 22.86 A: RIGHT ON RAMP JONES RD,NO ERROR,55600.928955099997000,6887.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,105316,108319,14412.666913944397000
138,1,425,3,4842,2342,090,20.940000000000001,55000.000000000000000,Bothways,After Milepost 22.86 A: RIGHT ON RAMP JONES RD,NO ERROR,55600.928955099997000,6851.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,108156,105189,14243.379694234018000
139,1,463,1,4857,801,018,10.100000000000000,45000.000000000000000,Bothways,After Milepost 9.56 A: RIGHT ON RAMP SE 304TH ST,NO ERROR,63382.263183600000000,8704.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,134849,133686,2749.972268227640600
140,1,337,1,5038,3431,202,7.680000000000000,37000.000000000000000,Bothways,"Before Milepost 7.69 A: RIGHT OFF RAMP SR 520 WB,  CENTER INTERSECTION MEDIAN XROAD,  LEFT INTERSECTION NE 76TH ST",NO ERROR,22990.798400899999000,215699.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,71589,71509,384.749955087154150
141,1,277,1,5101,2330,099,28.600000000000001,54000.000000000000000,Bothways,After Milepost 34.85 A: BOTHWAYS INTERSECTION N 38TH ST,NO ERROR,71846.966308599993000,5655.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,74980,74725,497.704671373937230
142,1,217,1,5157,5086,003P103626,0.224000000000000,14000.000000000000000,North Bound,On P1 RAMP (SR 3 NB TO SR 304 EB) After LEFT INTERSECTION SR 3 NB,NO ERROR,12957.063842800000000,201258.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185879,98303,2538.475229262279800
143,1,219,1,5159,5085,003P103703,0.216000000000000,5200.000000000000000,North Bound,On P1 RAMP (SR 3 NB TO LOXIE EAGANS) After LEFT INTERSECTION SR 3 NB,NO ERROR,7774.104339599999500,219082.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185882,96184,1503.882414191089100
144,1,222,1,5160,5125,003S103687,0.112000000000000,4200.000000000000000,South Bound,On S1 RAMP (WERNER RD TO SR 3 SB) After RIGHT WYE CONNECTION LX03731,NO ERROR,7423.068572999999600,219085.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,96170,185873,2312.731757500153000
145,1,221,1,5161,5135,003R103758,0.176000000000000,3600.000000000000000,South Bound,On R1 RAMP (SR 3 SB TO WERNER RD) After LEFT INTERSECTION SR 3 SB,NO ERROR,5849.270172120000100,216604.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185871,96170,1277.664371106998000
146,1,220,1,5162,5071,003Q103778,0.108000000000000,3600.000000000000000,North Bound,On Q1 RAMP (LOXIE EAGANS TO SR 3 NB) After RIGHT WYE CONNECTION LX03731,NO ERROR,3897.650772089999900,208332.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,96184,185884,2704.646339246113700
147,1,226,1,5163,5124,003S103786,0.042000000000000,2400.000000000000000,South Bound,On S1 RAMP (AUTO CNTR WAY TO SR 3 SB) After BOTHWAYS INTERSECTION AUTO CENTER WAY,NO ERROR,781.720752715999990,208404.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,93990,185870,1147.998785989412000
148,1,223,1,5164,5084,003P103804,0.192000000000000,2300.000000000000000,North Bound,On P1 RAMP (SR 3 NB TO SR 310) After LEFT INTERSECTION SR 3 NB,NO ERROR,2045.123497009999900,208288.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185885,92794,1467.935902872017300
149,1,224,1,5165,5134,003R103860,0.208000000000000,8900.000000000000000,South Bound,On R1 RAMP (SR 3 SB TO KITSAP WAY) After LEFT INTERSECTION SR 3 SB,NO ERROR,8891.602935790000600,216719.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185868,92787,1509.396324654445600
150,1,225,1,5166,5070,003Q103875,0.100000000000000,8300.000000000000000,North Bound,On Q1 RAMP (SR 310 TO SR 3 NB) After RIGHT WYE CONNECTION SR 310,NO ERROR,7091.668334959999800,208290.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,92794,185887,2314.134091100203500
151,1,228,1,5167,5123,003S103896,0.068000000000000,2900.000000000000000,South Bound,On S1 RAMP (AUSTIN DR TO SR 3 SB) After BOTHWAYS INTERSECTION LX03932-AUSTIN DR,NO ERROR,3498.994369510000100,208522.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,89883,185867,1839.684720135415800
152,1,227,1,5168,5083,003P103909,0.216000000000000,3700.000000000000000,North Bound,On P1 RAMP (SR3 NB TO SHOREWOOD DR) After LEFT INTERSECTION SR 3 NB,NO ERROR,2403.314300540000200,208415.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185888,89541,1449.593840211102100
153,1,230,1,5169,5133,003R103953,0.224000000000000,1400.000000000000000,South Bound,On R1 RAMP (SR3 SB TO AUSTIN DR) After LEFT INTERSECTION SR 3 SB,NO ERROR,1113.122344970000100,208521.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185865,89883,1309.924655000466100
154,1,229,1,5170,5101,003Q103975,0.098000000000000,1500.000000000000000,North Bound,On Q1 RAMP (SHOREWOOD DR TO SR 3 NB) After RIGHT WYE CONNECTION SHOREWOOD DR,NO ERROR,1313.481262210000100,208414.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,89541,185890,2101.671137063598100
155,1,145,1,5171,5075,003P105192,0.136000000000000,4400.000000000000000,North Bound,On P1 RAMP (SR 3 NB TO FINN HILL RD) After LEFT INTERSECTION SR 3 NB,NO ERROR,4611.896072390000000,223958.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185915,185960,1889.627556084483300
156,1,251,1,5172,5074,003P105241,0.296000000000000,11000.000000000000000,North Bound,On P1 RAMP (SR 3 NB TO SR 305) After LEFT INTERSECTION SR 3 NB,NO ERROR,13263.306274400000000,216640.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,185917,53198,1956.257253509967500
157,1,147,2,5173,5136,003Q105328,0.102000000000000,4600.000000000000000,North Bound,On Q1 RAMP (SR 305 TO SR 3 NB) After BOTHWAYS INTERSECTION SR 305,NO ERROR,5033.197250369999900,216664.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,53198,185919,2815.913068427399100
