TAZ,TAD,OldDistric,County,District,New DistrictName
702,16,10,King,5,West-South Seattle
703,16,10,King,5,West-South Seattle
704,14,10,King,5,West-South Seattle
705,14,10,King,5,West-South Seattle
706,14,10,King,5,West-South Seattle
707,14,10,King,5,West-South Seattle
708,14,10,King,5,West-South Seattle
709,14,10,King,5,West-South Seattle
710,14,10,King,5,West-South Seattle
711,14,10,King,5,West-South Seattle
712,14,10,King,5,West-South Seattle
713,14,10,King,5,West-South Seattle
714,14,10,King,5,West-South Seattle
715,14,10,King,5,West-South Seattle
716,14,10,King,5,West-South Seattle
717,14,10,King,5,West-South Seattle
718,17,10,King,5,West-South Seattle
719,17,10,King,5,West-South Seattle
720,17,10,King,5,West-South Seattle
721,17,10,King,5,West-South Seattle
722,17,10,King,5,West-South Seattle
723,17,10,King,5,West-South Seattle
724,17,10,King,5,West-South Seattle
725,14,10,King,5,West-South Seattle
726,14,10,King,5,West-South Seattle
727,14,10,King,5,West-South Seattle
728,14,10,King,5,West-South Seattle
729,16,10,King,5,West-South Seattle
730,16,10,King,5,West-South Seattle
731,16,10,King,5,West-South Seattle
732,15,10,King,5,West-South Seattle
733,15,10,King,5,West-South Seattle
734,15,10,King,5,West-South Seattle
735,15,10,King,5,West-South Seattle
736,15,10,King,5,West-South Seattle
737,15,10,King,5,West-South Seattle
738,15,10,King,5,West-South Seattle
739,15,10,King,5,West-South Seattle
740,15,10,King,5,West-South Seattle
741,15,10,King,5,West-South Seattle
742,15,10,King,5,West-South Seattle
743,15,10,King,5,West-South Seattle
744,15,10,King,5,West-South Seattle
745,15,10,King,5,West-South Seattle
746,15,10,King,5,West-South Seattle
747,15,10,King,5,West-South Seattle
748,15,10,King,5,West-South Seattle
749,15,10,King,5,West-South Seattle
750,15,10,King,5,West-South Seattle
751,16,10,King,5,West-South Seattle
752,16,10,King,5,West-South Seattle
753,16,10,King,5,West-South Seattle
754,16,10,King,5,West-South Seattle
755,16,10,King,5,West-South Seattle
756,16,10,King,5,West-South Seattle
757,16,10,King,5,West-South Seattle
758,17,10,King,5,West-South Seattle
759,17,10,King,5,West-South Seattle
760,17,10,King,5,West-South Seattle
761,17,10,King,5,West-South Seattle
762,17,10,King,5,West-South Seattle
763,17,10,King,5,West-South Seattle
764,17,10,King,5,West-South Seattle
765,17,10,King,5,West-South Seattle
766,17,10,King,5,West-South Seattle
767,17,10,King,5,West-South Seattle
768,17,10,King,5,West-South Seattle
769,17,10,King,5,West-South Seattle
770,17,10,King,5,West-South Seattle
771,17,10,King,5,West-South Seattle
772,17,10,King,5,West-South Seattle
773,17,10,King,5,West-South Seattle
774,17,10,King,5,West-South Seattle
775,17,10,King,5,West-South Seattle
776,17,10,King,5,West-South Seattle
777,17,10,King,5,West-South Seattle
778,17,10,King,5,West-South Seattle
779,17,10,King,5,West-South Seattle
780,17,10,King,5,West-South Seattle
781,16,10,King,5,West-South Seattle
782,16,10,King,5,West-South Seattle
783,15,10,King,5,West-South Seattle
784,15,10,King,5,West-South Seattle
785,15,10,King,5,West-South Seattle
786,15,10,King,5,West-South Seattle
787,15,10,King,5,West-South Seattle
788,15,10,King,5,West-South Seattle
789,15,10,King,5,West-South Seattle
790,15,10,King,5,West-South Seattle
791,15,10,King,5,West-South Seattle
792,15,10,King,5,West-South Seattle
793,15,10,King,5,West-South Seattle
794,15,10,King,5,West-South Seattle
795,16,10,King,5,West-South Seattle
796,16,10,King,5,West-South Seattle
797,16,10,King,5,West-South Seattle
798,16,10,King,5,West-South Seattle
799,16,10,King,5,West-South Seattle
800,16,10,King,5,West-South Seattle
801,16,10,King,5,West-South Seattle
802,16,10,King,5,West-South Seattle
803,16,10,King,5,West-South Seattle
804,17,10,King,5,West-South Seattle
805,17,10,King,5,West-South Seattle
806,17,10,King,5,West-South Seattle
807,17,10,King,5,West-South Seattle
808,17,10,King,5,West-South Seattle
809,17,10,King,5,West-South Seattle
810,17,10,King,5,West-South Seattle
811,17,10,King,5,West-South Seattle
812,17,10,King,5,West-South Seattle
813,17,10,King,5,West-South Seattle
814,17,10,King,5,West-South Seattle
815,17,10,King,5,West-South Seattle
816,17,10,King,5,West-South Seattle
817,17,10,King,5,West-South Seattle
818,17,10,King,5,West-South Seattle
819,17,10,King,5,West-South Seattle
820,17,10,King,5,West-South Seattle
821,17,10,King,5,West-South Seattle
822,17,10,King,5,West-South Seattle
823,17,10,King,5,West-South Seattle
824,17,10,King,5,West-South Seattle
825,17,10,King,5,West-South Seattle
826,17,10,King,5,West-South Seattle
827,17,10,King,5,West-South Seattle
828,16,10,King,5,West-South Seattle
829,16,10,King,5,West-South Seattle
830,16,10,King,5,West-South Seattle
831,16,10,King,5,West-South Seattle
832,16,10,King,5,West-South Seattle
833,15,10,King,5,West-South Seattle
834,15,10,King,5,West-South Seattle
835,15,10,King,5,West-South Seattle
836,15,10,King,5,West-South Seattle
837,15,10,King,5,West-South Seattle
838,15,10,King,5,West-South Seattle
839,15,10,King,5,West-South Seattle
840,15,10,King,5,West-South Seattle
841,15,10,King,5,West-South Seattle
842,17,10,King,5,West-South Seattle
843,17,10,King,5,West-South Seattle
844,17,10,King,5,West-South Seattle
845,17,10,King,5,West-South Seattle
846,17,10,King,5,West-South Seattle
847,17,10,King,5,West-South Seattle
848,17,10,King,5,West-South Seattle
849,17,10,King,5,West-South Seattle
850,17,10,King,5,West-South Seattle
851,17,10,King,5,West-South Seattle
852,17,10,King,5,West-South Seattle
853,17,10,King,5,West-South Seattle
854,17,10,King,5,West-South Seattle
855,17,10,King,5,West-South Seattle
856,17,10,King,5,West-South Seattle
857,17,10,King,5,West-South Seattle
858,17,10,King,5,West-South Seattle
859,18,6,King,5,West-South Seattle
860,18,6,King,5,West-South Seattle
861,18,6,King,5,West-South Seattle
862,18,6,King,5,West-South Seattle
863,18,6,King,5,West-South Seattle
864,18,6,King,5,West-South Seattle
865,18,6,King,5,West-South Seattle
866,18,6,King,5,West-South Seattle
867,18,6,King,5,West-South Seattle
868,18,6,King,5,West-South Seattle
869,18,6,King,5,West-South Seattle
870,19,6,King,7,Renton-FedWay-Kent
871,19,6,King,7,Renton-FedWay-Kent
872,19,6,King,7,Renton-FedWay-Kent
873,19,6,King,7,Renton-FedWay-Kent
874,19,6,King,7,Renton-FedWay-Kent
875,20,6,King,7,Renton-FedWay-Kent
876,20,6,King,7,Renton-FedWay-Kent
877,19,6,King,7,Renton-FedWay-Kent
878,19,6,King,7,Renton-FedWay-Kent
879,19,6,King,7,Renton-FedWay-Kent
880,19,6,King,7,Renton-FedWay-Kent
881,19,6,King,7,Renton-FedWay-Kent
882,19,6,King,7,Renton-FedWay-Kent
883,19,6,King,7,Renton-FedWay-Kent
884,19,6,King,7,Renton-FedWay-Kent
885,19,6,King,7,Renton-FedWay-Kent
886,18,6,King,5,West-South Seattle
887,18,6,King,5,West-South Seattle
888,18,6,King,5,West-South Seattle
889,18,6,King,5,West-South Seattle
890,18,6,King,5,West-South Seattle
891,18,6,King,5,West-South Seattle
892,18,6,King,5,West-South Seattle
893,18,6,King,5,West-South Seattle
894,18,6,King,5,West-South Seattle
895,18,6,King,5,West-South Seattle
896,18,6,King,5,West-South Seattle
897,19,6,King,7,Renton-FedWay-Kent
898,19,6,King,7,Renton-FedWay-Kent
899,19,6,King,7,Renton-FedWay-Kent
900,19,6,King,7,Renton-FedWay-Kent
901,19,6,King,7,Renton-FedWay-Kent
902,19,6,King,7,Renton-FedWay-Kent
903,19,6,King,7,Renton-FedWay-Kent
904,19,6,King,7,Renton-FedWay-Kent
905,19,6,King,7,Renton-FedWay-Kent
906,19,6,King,7,Renton-FedWay-Kent
907,19,6,King,7,Renton-FedWay-Kent
908,19,6,King,7,Renton-FedWay-Kent
909,20,6,King,7,Renton-FedWay-Kent
910,20,6,King,7,Renton-FedWay-Kent
911,20,6,King,7,Renton-FedWay-Kent
912,20,6,King,7,Renton-FedWay-Kent
913,20,6,King,7,Renton-FedWay-Kent
914,20,6,King,7,Renton-FedWay-Kent
915,20,6,King,7,Renton-FedWay-Kent
916,20,6,King,7,Renton-FedWay-Kent
917,20,6,King,7,Renton-FedWay-Kent
918,20,6,King,7,Renton-FedWay-Kent
919,20,6,King,7,Renton-FedWay-Kent
920,23,6,King,7,Renton-FedWay-Kent
921,23,6,King,7,Renton-FedWay-Kent
922,19,6,King,7,Renton-FedWay-Kent
923,19,6,King,7,Renton-FedWay-Kent
924,19,6,King,7,Renton-FedWay-Kent
925,19,6,King,7,Renton-FedWay-Kent
926,22,6,King,7,Renton-FedWay-Kent
927,22,6,King,7,Renton-FedWay-Kent
928,22,6,King,7,Renton-FedWay-Kent
929,22,6,King,7,Renton-FedWay-Kent
930,22,6,King,7,Renton-FedWay-Kent
931,22,6,King,7,Renton-FedWay-Kent
932,22,6,King,7,Renton-FedWay-Kent
933,19,6,King,7,Renton-FedWay-Kent
934,19,6,King,7,Renton-FedWay-Kent
935,21,6,King,5,West-South Seattle
936,21,6,King,5,West-South Seattle
937,21,6,King,5,West-South Seattle
938,21,6,King,5,West-South Seattle
939,21,6,King,5,West-South Seattle
940,21,6,King,5,West-South Seattle
941,21,6,King,5,West-South Seattle
942,21,6,King,5,West-South Seattle
943,21,6,King,5,West-South Seattle
944,21,6,King,5,West-South Seattle
945,19,6,King,7,Renton-FedWay-Kent
946,19,6,King,7,Renton-FedWay-Kent
947,19,6,King,7,Renton-FedWay-Kent
948,22,6,King,7,Renton-FedWay-Kent
949,22,6,King,7,Renton-FedWay-Kent
950,22,6,King,7,Renton-FedWay-Kent
951,22,6,King,7,Renton-FedWay-Kent
952,19,6,King,7,Renton-FedWay-Kent
953,19,6,King,7,Renton-FedWay-Kent
954,23,6,King,7,Renton-FedWay-Kent
955,23,6,King,7,Renton-FedWay-Kent
956,20,6,King,7,Renton-FedWay-Kent
957,20,6,King,7,Renton-FedWay-Kent
958,20,6,King,7,Renton-FedWay-Kent
959,20,6,King,7,Renton-FedWay-Kent
960,20,6,King,7,Renton-FedWay-Kent
961,20,6,King,7,Renton-FedWay-Kent
962,20,6,King,7,Renton-FedWay-Kent
963,20,6,King,7,Renton-FedWay-Kent
964,20,6,King,7,Renton-FedWay-Kent
965,20,6,King,7,Renton-FedWay-Kent
966,20,6,King,7,Renton-FedWay-Kent
967,20,6,King,7,Renton-FedWay-Kent
968,20,6,King,7,Renton-FedWay-Kent
969,20,6,King,7,Renton-FedWay-Kent
970,20,6,King,7,Renton-FedWay-Kent
971,23,6,King,7,Renton-FedWay-Kent
972,23,6,King,7,Renton-FedWay-Kent
973,23,6,King,7,Renton-FedWay-Kent
974,23,6,King,7,Renton-FedWay-Kent
975,19,6,King,7,Renton-FedWay-Kent
976,23,5,King,7,Renton-FedWay-Kent
977,23,5,King,7,Renton-FedWay-Kent
978,19,6,King,7,Renton-FedWay-Kent
979,22,6,King,7,Renton-FedWay-Kent
980,22,6,King,7,Renton-FedWay-Kent
981,22,6,King,7,Renton-FedWay-Kent
982,22,6,King,7,Renton-FedWay-Kent
983,22,6,King,7,Renton-FedWay-Kent
984,22,6,King,7,Renton-FedWay-Kent
985,21,6,King,5,West-South Seattle
986,22,6,King,7,Renton-FedWay-Kent
987,22,6,King,7,Renton-FedWay-Kent
988,22,6,King,7,Renton-FedWay-Kent
989,22,6,King,7,Renton-FedWay-Kent
990,21,6,King,5,West-South Seattle
991,21,6,King,5,West-South Seattle
992,21,6,King,5,West-South Seattle
993,21,6,King,5,West-South Seattle
994,21,6,King,5,West-South Seattle
995,21,6,King,5,West-South Seattle
996,21,6,King,5,West-South Seattle
997,21,6,King,5,West-South Seattle
998,21,6,King,5,West-South Seattle
999,21,6,King,5,West-South Seattle
1000,21,6,King,5,West-South Seattle
1001,21,6,King,5,West-South Seattle
1002,21,6,King,5,West-South Seattle
1003,21,6,King,5,West-South Seattle
1004,21,6,King,5,West-South Seattle
1005,21,6,King,5,West-South Seattle
1006,21,6,King,5,West-South Seattle
1007,22,6,King,7,Renton-FedWay-Kent
1008,22,6,King,7,Renton-FedWay-Kent
1009,22,6,King,7,Renton-FedWay-Kent
1010,22,6,King,7,Renton-FedWay-Kent
1011,22,6,King,7,Renton-FedWay-Kent
1012,22,6,King,7,Renton-FedWay-Kent
1013,22,6,King,7,Renton-FedWay-Kent
1014,22,6,King,7,Renton-FedWay-Kent
1015,23,5,King,7,Renton-FedWay-Kent
1016,23,5,King,7,Renton-FedWay-Kent
1017,23,5,King,7,Renton-FedWay-Kent
1018,23,5,King,7,Renton-FedWay-Kent
1019,23,5,King,7,Renton-FedWay-Kent
1020,23,5,King,7,Renton-FedWay-Kent
1021,23,5,King,7,Renton-FedWay-Kent
1022,23,5,King,7,Renton-FedWay-Kent
1023,23,5,King,7,Renton-FedWay-Kent
1024,23,5,King,7,Renton-FedWay-Kent
1025,23,5,King,7,Renton-FedWay-Kent
1026,23,5,King,7,Renton-FedWay-Kent
1027,23,5,King,7,Renton-FedWay-Kent
1028,23,5,King,7,Renton-FedWay-Kent
1029,22,6,King,7,Renton-FedWay-Kent
1030,22,6,King,7,Renton-FedWay-Kent
1031,22,6,King,7,Renton-FedWay-Kent
1032,22,6,King,7,Renton-FedWay-Kent
1033,22,6,King,7,Renton-FedWay-Kent
1034,21,6,King,5,West-South Seattle
1035,21,6,King,5,West-South Seattle
1036,21,6,King,5,West-South Seattle
1037,24,6,King,7,Renton-FedWay-Kent
1038,24,6,King,7,Renton-FedWay-Kent
1039,24,6,King,7,Renton-FedWay-Kent
1040,24,6,King,7,Renton-FedWay-Kent
1041,24,6,King,7,Renton-FedWay-Kent
1042,24,6,King,7,Renton-FedWay-Kent
1043,23,5,King,7,Renton-FedWay-Kent
1044,23,5,King,7,Renton-FedWay-Kent
1045,23,5,King,7,Renton-FedWay-Kent
1046,23,5,King,7,Renton-FedWay-Kent
1047,23,5,King,7,Renton-FedWay-Kent
1048,23,5,King,7,Renton-FedWay-Kent
1049,23,5,King,7,Renton-FedWay-Kent
1050,23,5,King,7,Renton-FedWay-Kent
1051,23,5,King,7,Renton-FedWay-Kent
1052,23,5,King,7,Renton-FedWay-Kent
1053,23,5,King,7,Renton-FedWay-Kent
1054,25,5,King,7,Renton-FedWay-Kent
1055,23,5,King,7,Renton-FedWay-Kent
1056,23,5,King,7,Renton-FedWay-Kent
1057,23,5,King,7,Renton-FedWay-Kent
1058,23,5,King,7,Renton-FedWay-Kent
1059,23,5,King,7,Renton-FedWay-Kent
1060,24,4,King,7,Renton-FedWay-Kent
1061,24,4,King,7,Renton-FedWay-Kent
1062,24,4,King,7,Renton-FedWay-Kent
1063,24,4,King,7,Renton-FedWay-Kent
1064,24,4,King,7,Renton-FedWay-Kent
1065,24,4,King,7,Renton-FedWay-Kent
1066,24,4,King,7,Renton-FedWay-Kent
1067,24,4,King,7,Renton-FedWay-Kent
1068,26,4,King,7,Renton-FedWay-Kent
1069,26,4,King,7,Renton-FedWay-Kent
1070,26,4,King,7,Renton-FedWay-Kent
1071,26,4,King,7,Renton-FedWay-Kent
1072,25,5,King,7,Renton-FedWay-Kent
1073,25,5,King,7,Renton-FedWay-Kent
1074,25,5,King,7,Renton-FedWay-Kent
1075,29,4,King,7,Renton-FedWay-Kent
1076,29,4,King,7,Renton-FedWay-Kent
1077,29,4,King,7,Renton-FedWay-Kent
1078,26,4,King,7,Renton-FedWay-Kent
1079,26,4,King,7,Renton-FedWay-Kent
1080,26,4,King,7,Renton-FedWay-Kent
1081,26,4,King,7,Renton-FedWay-Kent
1082,26,4,King,7,Renton-FedWay-Kent
1083,26,4,King,7,Renton-FedWay-Kent
1084,26,4,King,7,Renton-FedWay-Kent
1085,26,4,King,7,Renton-FedWay-Kent
1086,26,4,King,7,Renton-FedWay-Kent
1087,26,4,King,7,Renton-FedWay-Kent
1088,28,4,King,7,Renton-FedWay-Kent
1089,28,4,King,7,Renton-FedWay-Kent
1090,28,4,King,7,Renton-FedWay-Kent
1091,28,4,King,7,Renton-FedWay-Kent
1092,28,4,King,7,Renton-FedWay-Kent
1093,28,4,King,7,Renton-FedWay-Kent
1094,29,4,King,7,Renton-FedWay-Kent
1095,29,4,King,7,Renton-FedWay-Kent
1096,29,4,King,7,Renton-FedWay-Kent
1097,29,4,King,7,Renton-FedWay-Kent
1098,31,4,King,7,Renton-FedWay-Kent
1099,29,4,King,7,Renton-FedWay-Kent
1100,29,4,King,7,Renton-FedWay-Kent
1101,29,4,King,7,Renton-FedWay-Kent
1102,29,4,King,7,Renton-FedWay-Kent
1103,28,4,King,7,Renton-FedWay-Kent
1104,28,4,King,7,Renton-FedWay-Kent
1105,28,4,King,7,Renton-FedWay-Kent
1106,28,4,King,7,Renton-FedWay-Kent
1107,26,4,King,7,Renton-FedWay-Kent
1108,26,4,King,7,Renton-FedWay-Kent
1109,27,4,King,7,Renton-FedWay-Kent
1110,27,4,King,7,Renton-FedWay-Kent
1111,27,4,King,7,Renton-FedWay-Kent
1112,27,4,King,7,Renton-FedWay-Kent
1113,27,4,King,7,Renton-FedWay-Kent
1114,27,4,King,7,Renton-FedWay-Kent
1115,27,4,King,7,Renton-FedWay-Kent
1116,27,4,King,7,Renton-FedWay-Kent
1117,27,4,King,7,Renton-FedWay-Kent
1118,27,4,King,7,Renton-FedWay-Kent
1119,27,4,King,7,Renton-FedWay-Kent
1120,27,4,King,7,Renton-FedWay-Kent
1121,27,4,King,7,Renton-FedWay-Kent
1122,27,4,King,7,Renton-FedWay-Kent
1123,28,4,King,7,Renton-FedWay-Kent
1124,28,4,King,7,Renton-FedWay-Kent
1125,28,4,King,7,Renton-FedWay-Kent
1126,28,4,King,7,Renton-FedWay-Kent
1127,29,4,King,7,Renton-FedWay-Kent
1128,29,4,King,7,Renton-FedWay-Kent
1129,29,4,King,7,Renton-FedWay-Kent
1130,29,4,King,7,Renton-FedWay-Kent
1131,29,4,King,7,Renton-FedWay-Kent
1132,29,4,King,7,Renton-FedWay-Kent
1133,29,4,King,7,Renton-FedWay-Kent
1134,28,4,King,7,Renton-FedWay-Kent
1135,27,4,King,7,Renton-FedWay-Kent
1136,27,4,King,7,Renton-FedWay-Kent
1137,28,4,King,7,Renton-FedWay-Kent
1138,27,4,King,7,Renton-FedWay-Kent
1139,27,4,King,7,Renton-FedWay-Kent
1140,27,4,King,7,Renton-FedWay-Kent
1141,27,4,King,7,Renton-FedWay-Kent
1142,27,4,King,7,Renton-FedWay-Kent
1143,27,4,King,7,Renton-FedWay-Kent
1144,27,4,King,7,Renton-FedWay-Kent
1145,27,4,King,7,Renton-FedWay-Kent
1146,27,4,King,7,Renton-FedWay-Kent
1147,27,4,King,7,Renton-FedWay-Kent
1148,27,4,King,7,Renton-FedWay-Kent
1149,29,4,King,7,Renton-FedWay-Kent
1150,29,4,King,7,Renton-FedWay-Kent
1151,29,4,King,7,Renton-FedWay-Kent
1152,29,4,King,7,Renton-FedWay-Kent
1153,29,4,King,7,Renton-FedWay-Kent
1154,29,4,King,7,Renton-FedWay-Kent
1155,29,4,King,7,Renton-FedWay-Kent
1156,30,4,King,7,Renton-FedWay-Kent
1157,30,4,King,7,Renton-FedWay-Kent
1158,30,4,King,7,Renton-FedWay-Kent
1159,30,4,King,7,Renton-FedWay-Kent
1160,30,4,King,7,Renton-FedWay-Kent
1161,30,4,King,7,Renton-FedWay-Kent
1162,30,4,King,7,Renton-FedWay-Kent
1163,30,4,King,7,Renton-FedWay-Kent
1164,30,4,King,7,Renton-FedWay-Kent
1165,30,4,King,7,Renton-FedWay-Kent
1166,30,4,King,7,Renton-FedWay-Kent
1167,30,4,King,7,Renton-FedWay-Kent
1168,30,4,King,7,Renton-FedWay-Kent
1169,30,4,King,7,Renton-FedWay-Kent
1170,30,4,King,7,Renton-FedWay-Kent
1171,38,5,King,7,Renton-FedWay-Kent
1172,30,4,King,7,Renton-FedWay-Kent
1173,30,4,King,7,Renton-FedWay-Kent
1174,30,4,King,7,Renton-FedWay-Kent
1175,31,4,King,7,Renton-FedWay-Kent
1176,31,4,King,7,Renton-FedWay-Kent
1177,31,4,King,7,Renton-FedWay-Kent
1178,31,4,King,7,Renton-FedWay-Kent
1179,31,4,King,7,Renton-FedWay-Kent
1180,31,4,King,7,Renton-FedWay-Kent
1181,31,4,King,7,Renton-FedWay-Kent
1182,31,4,King,7,Renton-FedWay-Kent
1183,31,4,King,7,Renton-FedWay-Kent
1184,31,4,King,7,Renton-FedWay-Kent
1185,31,4,King,7,Renton-FedWay-Kent
1186,31,4,King,7,Renton-FedWay-Kent
1187,32,5,King,7,Renton-FedWay-Kent
1188,32,5,King,7,Renton-FedWay-Kent
1189,32,5,King,7,Renton-FedWay-Kent
1190,32,5,King,7,Renton-FedWay-Kent
1191,32,5,King,7,Renton-FedWay-Kent
1192,31,4,King,7,Renton-FedWay-Kent
1193,31,4,King,7,Renton-FedWay-Kent
1194,31,4,King,7,Renton-FedWay-Kent
1195,31,4,King,7,Renton-FedWay-Kent
1196,31,4,King,7,Renton-FedWay-Kent
1197,31,4,King,7,Renton-FedWay-Kent
1198,31,4,King,7,Renton-FedWay-Kent
1199,31,4,King,7,Renton-FedWay-Kent
1200,31,5,King,7,Renton-FedWay-Kent
1201,32,5,King,7,Renton-FedWay-Kent
1202,31,5,King,7,Renton-FedWay-Kent
1203,32,5,King,7,Renton-FedWay-Kent
1204,31,5,King,7,Renton-FedWay-Kent
1205,31,5,King,7,Renton-FedWay-Kent
1206,32,5,King,7,Renton-FedWay-Kent
1207,31,5,King,7,Renton-FedWay-Kent
1208,31,5,King,7,Renton-FedWay-Kent
1209,32,5,King,7,Renton-FedWay-Kent
1210,33,5,King,7,Renton-FedWay-Kent
1211,33,5,King,7,Renton-FedWay-Kent
1212,33,5,King,7,Renton-FedWay-Kent
1213,31,5,King,7,Renton-FedWay-Kent
1214,31,5,King,7,Renton-FedWay-Kent
1215,25,5,King,7,Renton-FedWay-Kent
1216,31,4,King,7,Renton-FedWay-Kent
1217,31,4,King,7,Renton-FedWay-Kent
1218,31,4,King,7,Renton-FedWay-Kent
1219,31,4,King,7,Renton-FedWay-Kent
1220,31,4,King,7,Renton-FedWay-Kent
1221,25,5,King,7,Renton-FedWay-Kent
1222,25,5,King,7,Renton-FedWay-Kent
1223,25,5,King,7,Renton-FedWay-Kent
1224,25,5,King,7,Renton-FedWay-Kent
1225,25,5,King,7,Renton-FedWay-Kent
1226,31,5,King,7,Renton-FedWay-Kent
1227,25,5,King,7,Renton-FedWay-Kent
1228,31,5,King,7,Renton-FedWay-Kent
1229,31,5,King,7,Renton-FedWay-Kent
1230,31,5,King,7,Renton-FedWay-Kent
1231,31,5,King,7,Renton-FedWay-Kent
1232,33,5,King,7,Renton-FedWay-Kent
1233,33,5,King,7,Renton-FedWay-Kent
1234,33,5,King,7,Renton-FedWay-Kent
1235,34,5,King,7,Renton-FedWay-Kent
1236,33,5,King,7,Renton-FedWay-Kent
1237,33,5,King,7,Renton-FedWay-Kent
1238,33,5,King,7,Renton-FedWay-Kent
1239,33,5,King,7,Renton-FedWay-Kent
1240,31,5,King,7,Renton-FedWay-Kent
1241,31,5,King,7,Renton-FedWay-Kent
1242,31,5,King,7,Renton-FedWay-Kent
1243,31,5,King,7,Renton-FedWay-Kent
1244,25,5,King,7,Renton-FedWay-Kent
1245,25,5,King,7,Renton-FedWay-Kent
1246,25,5,King,7,Renton-FedWay-Kent
1247,25,5,King,7,Renton-FedWay-Kent
1248,25,5,King,7,Renton-FedWay-Kent
1249,25,5,King,7,Renton-FedWay-Kent
1250,25,5,King,7,Renton-FedWay-Kent
1251,25,5,King,7,Renton-FedWay-Kent
1252,25,5,King,7,Renton-FedWay-Kent
1253,25,5,King,7,Renton-FedWay-Kent
1254,25,5,King,7,Renton-FedWay-Kent
1255,25,5,King,7,Renton-FedWay-Kent
1256,25,5,King,7,Renton-FedWay-Kent
1257,25,5,King,7,Renton-FedWay-Kent
1258,25,5,King,7,Renton-FedWay-Kent
1259,25,5,King,7,Renton-FedWay-Kent
1260,25,5,King,7,Renton-FedWay-Kent
1261,25,5,King,7,Renton-FedWay-Kent
1262,25,5,King,7,Renton-FedWay-Kent
1263,25,5,King,7,Renton-FedWay-Kent
1264,25,5,King,7,Renton-FedWay-Kent
1265,35,5,King,7,Renton-FedWay-Kent
1266,35,5,King,7,Renton-FedWay-Kent
1267,35,5,King,7,Renton-FedWay-Kent
1268,35,5,King,7,Renton-FedWay-Kent
1269,35,5,King,7,Renton-FedWay-Kent
1270,35,5,King,7,Renton-FedWay-Kent
1271,35,5,King,7,Renton-FedWay-Kent
1272,37,5,King,7,Renton-FedWay-Kent
1273,37,5,King,7,Renton-FedWay-Kent
1274,37,5,King,7,Renton-FedWay-Kent
1275,37,5,King,7,Renton-FedWay-Kent
1276,37,5,King,7,Renton-FedWay-Kent
1277,37,5,King,7,Renton-FedWay-Kent
1278,37,5,King,7,Renton-FedWay-Kent
1279,34,5,King,7,Renton-FedWay-Kent
1280,34,5,King,7,Renton-FedWay-Kent
1281,34,5,King,7,Renton-FedWay-Kent
1282,37,5,King,7,Renton-FedWay-Kent
1283,37,5,King,7,Renton-FedWay-Kent
1284,37,5,King,7,Renton-FedWay-Kent
1285,37,5,King,7,Renton-FedWay-Kent
1286,37,5,King,7,Renton-FedWay-Kent
1287,36,5,King,7,Renton-FedWay-Kent
1288,36,5,King,7,Renton-FedWay-Kent
1289,36,5,King,7,Renton-FedWay-Kent
1290,35,5,King,7,Renton-FedWay-Kent
1291,35,5,King,7,Renton-FedWay-Kent
1292,36,5,King,7,Renton-FedWay-Kent
1293,35,5,King,7,Renton-FedWay-Kent
1294,35,5,King,7,Renton-FedWay-Kent
1295,36,5,King,7,Renton-FedWay-Kent
1296,36,5,King,7,Renton-FedWay-Kent
1297,35,5,King,7,Renton-FedWay-Kent
1298,35,5,King,7,Renton-FedWay-Kent
1299,36,5,King,7,Renton-FedWay-Kent
1300,35,5,King,7,Renton-FedWay-Kent
1301,35,5,King,7,Renton-FedWay-Kent
1302,36,5,King,7,Renton-FedWay-Kent
1303,25,5,King,7,Renton-FedWay-Kent
1304,36,5,King,7,Renton-FedWay-Kent
1305,36,5,King,7,Renton-FedWay-Kent
1306,36,5,King,7,Renton-FedWay-Kent
1307,36,5,King,7,Renton-FedWay-Kent
1308,36,5,King,7,Renton-FedWay-Kent
1309,36,5,King,7,Renton-FedWay-Kent
1310,36,5,King,7,Renton-FedWay-Kent
1311,36,5,King,7,Renton-FedWay-Kent
1312,36,5,King,7,Renton-FedWay-Kent
1313,36,5,King,7,Renton-FedWay-Kent
1314,37,5,King,7,Renton-FedWay-Kent
1315,37,5,King,7,Renton-FedWay-Kent
1316,37,5,King,7,Renton-FedWay-Kent
1317,37,5,King,7,Renton-FedWay-Kent
1318,39,7,King,6,East Side
1319,39,7,King,6,East Side
1320,39,7,King,6,East Side
1321,39,7,King,6,East Side
1322,39,7,King,6,East Side
1323,39,7,King,6,East Side
1324,39,7,King,6,East Side
1325,40,7,King,6,East Side
1326,37,5,King,7,Renton-FedWay-Kent
1327,37,5,King,7,Renton-FedWay-Kent
1328,37,5,King,7,Renton-FedWay-Kent
1329,37,5,King,7,Renton-FedWay-Kent
1330,37,5,King,7,Renton-FedWay-Kent
1331,37,5,King,7,Renton-FedWay-Kent
1332,37,5,King,7,Renton-FedWay-Kent
1333,20,6,King,7,Renton-FedWay-Kent
1334,20,6,King,7,Renton-FedWay-Kent
1335,20,6,King,7,Renton-FedWay-Kent
1336,37,5,King,7,Renton-FedWay-Kent
1337,37,5,King,7,Renton-FedWay-Kent
1338,37,5,King,7,Renton-FedWay-Kent
1339,20,6,King,7,Renton-FedWay-Kent
1340,20,6,King,7,Renton-FedWay-Kent
1341,20,6,King,7,Renton-FedWay-Kent
1342,20,6,King,7,Renton-FedWay-Kent
